study_id,site_id,core_id,depth_min,depth_max,radioisotope,radioactivity,error
Okeefe-Suttles_et_al_2021_Wellfleet,Herring River,MA_HROCA,6,7,total_pb210_activity,305.09833394352995,17.72666670212
Okeefe-Suttles_et_al_2021_Wellfleet,Herring River,MA_HROCA,7,8,total_pb210_activity,266.37166719940996,10.49500002099
Okeefe-Suttles_et_al_2021_Wellfleet,Herring River,MA_HROCA,8,9,total_pb210_activity,283.10500056621,9.823333352979999
Okeefe-Suttles_et_al_2021_Wellfleet,Herring River,MA_HROCA,9,10,total_pb210_activity,141.66500028333,6.771666680209999
Okeefe-Suttles_et_al_2021_Wellfleet,Herring River,MA_HROCA,10,11,total_pb210_activity,84.12666683492,4.55166667577
Okeefe-Suttles_et_al_2021_Wellfleet,Herring River,MA_HROCA,11,12,total_pb210_activity,82.09333349752,6.87166668041
Okeefe-Suttles_et_al_2021_Wellfleet,Herring River,MA_HROCA,12,13,total_pb210_activity,112.00333355733999,6.665000013329999
Okeefe-Suttles_et_al_2021_Wellfleet,Herring River,MA_HROCA,13,14,total_pb210_activity,92.52000018503999,7.67833334869
Okeefe-Suttles_et_al_2021_Wellfleet,Herring River,MA_HROCA,14,15,total_pb210_activity,89.62500017925,8.17333334968
Okeefe-Suttles_et_al_2021_Wellfleet,Herring River,MA_HROCA,15,16,total_pb210_activity,91.84833351703,4.36333334206
Okeefe-Suttles_et_al_2021_Wellfleet,Herring River,MA_HROCA,16,17,total_pb210_activity,109.41500021882999,5.9850000119699995
Okeefe-Suttles_et_al_2021_Wellfleet,Herring River,MA_HROCA,17,18,total_pb210_activity,94.54166685575,5.285000010569999
Okeefe-Suttles_et_al_2021_Wellfleet,Herring River,MA_HROCA,18,19,total_pb210_activity,121.53666690973999,6.33166667933
Okeefe-Suttles_et_al_2021_Wellfleet,Herring River,MA_HROCA,19,20,total_pb210_activity,100.04500020009,4.81166667629
Okeefe-Suttles_et_al_2021_Wellfleet,Herring River,MA_HROCA,20,21,total_pb210_activity,98.64000019727999,7.54666668176
Okeefe-Suttles_et_al_2021_Wellfleet,Herring River,MA_HROCA,21,22,total_pb210_activity,66.49166679965,4.70833334275
Okeefe-Suttles_et_al_2021_Wellfleet,Herring River,MA_HROCA,22,23,total_pb210_activity,49.07000009814,8.29333334992
Okeefe-Suttles_et_al_2021_Wellfleet,Herring River,MA_HROCA,23,24,total_pb210_activity,24.105000048209998,5.19000001038
Okeefe-Suttles_et_al_2021_Wellfleet,Herring River,MA_HROCA,24,25,total_pb210_activity,30.638333394609997,5.24166667715
Okeefe-Suttles_et_al_2021_Wellfleet,Herring River,MA_HROCA,25,26,total_pb210_activity,28.99666672466,4.581666675829999
Okeefe-Suttles_et_al_2021_Wellfleet,Herring River,MA_HROCA,26,27,total_pb210_activity,39.68166674603,4.87666667642
Okeefe-Suttles_et_al_2021_Wellfleet,Herring River,MA_HROCA,27,28,total_pb210_activity,25.67000005134,4.285000008569999
Okeefe-Suttles_et_al_2021_Wellfleet,Herring River,MA_HROCA,28,29,total_pb210_activity,32.160000064319995,4.67000000934
Okeefe-Suttles_et_al_2021_Wellfleet,Herring River,MA_HROCA,29,30,total_pb210_activity,27.921666722509997,3.33333334
Okeefe-Suttles_et_al_2021_Wellfleet,Herring River,MA_HROCA,30,32,total_pb210_activity,20.94000004188,4.1833333417
Okeefe-Suttles_et_al_2021_Wellfleet,Herring River,MA_HROCA,32,34,total_pb210_activity,26.576666719819997,1.66666667
Okeefe-Suttles_et_al_2021_Wellfleet,Herring River,MA_HROCA,34,36,total_pb210_activity,22.94000004588,1.49166666965
Okeefe-Suttles_et_al_2021_Wellfleet,Herring River,MA_HROCA,36,38,total_pb210_activity,21.7833333769,1.7833333369
Okeefe-Suttles_et_al_2021_Wellfleet,Herring River,MA_HROCA,38,40,total_pb210_activity,18.34000003668,2.2766666712199997
Okeefe-Suttles_et_al_2021_Wellfleet,Herring River,MA_HROCB,0,1,total_pb210_activity,465.98666759863994,17.008333367349998
Okeefe-Suttles_et_al_2021_Wellfleet,Herring River,MA_HROCB,1,2,total_pb210_activity,427.28666752123996,14.61333336256
Okeefe-Suttles_et_al_2021_Wellfleet,Herring River,MA_HROCB,2,3,total_pb210_activity,309.66000061932,18.301666703269998
Okeefe-Suttles_et_al_2021_Wellfleet,Herring River,MA_HROCB,3,4,total_pb210_activity,354.52666737571997,17.123333367580003
Okeefe-Suttles_et_al_2021_Wellfleet,Herring River,MA_HROCB,4,5,total_pb210_activity,272.55166721177,8.285000016569999
Okeefe-Suttles_et_al_2021_Wellfleet,Herring River,MA_HROCB,5,6,total_pb210_activity,226.13833378561,8.593333350519998
Okeefe-Suttles_et_al_2021_Wellfleet,Herring River,MA_HROCB,6,7,total_pb210_activity,144.29166695525,12.62500002525
Okeefe-Suttles_et_al_2021_Wellfleet,Herring River,MA_HROCB,7,8,total_pb210_activity,163.83166699433,8.61833335057
Okeefe-Suttles_et_al_2021_Wellfleet,Herring River,MA_HROCB,8,9,total_pb210_activity,124.30666691528,6.26500001253
Okeefe-Suttles_et_al_2021_Wellfleet,Herring River,MA_HROCB,9,10,total_pb210_activity,104.39666687546,6.076666678819999
Okeefe-Suttles_et_al_2021_Wellfleet,Herring River,MA_HROCB,10,11,total_pb210_activity,110.04666688676,4.54500000909
Okeefe-Suttles_et_al_2021_Wellfleet,Herring River,MA_HROCB,11,12,total_pb210_activity,97.53166686172999,7.0516666807699995
Okeefe-Suttles_et_al_2021_Wellfleet,Herring River,MA_HROCB,12,13,total_pb210_activity,79.21166682508999,4.64166667595
Okeefe-Suttles_et_al_2021_Wellfleet,Herring River,MA_HROCB,13,14,total_pb210_activity,76.90833348714999,4.7533333428399995
Okeefe-Suttles_et_al_2021_Wellfleet,Herring River,MA_HROCB,14,15,total_pb210_activity,90.38000018075999,3.6516666739699994
Okeefe-Suttles_et_al_2021_Wellfleet,Herring River,MA_HROCB,15,16,total_pb210_activity,116.64833356662999,6.2516666791699995
Okeefe-Suttles_et_al_2021_Wellfleet,Herring River,MA_HROCB,16,17,total_pb210_activity,102.59000020518,6.503333346339999
Okeefe-Suttles_et_al_2021_Wellfleet,Herring River,MA_HROCB,17,18,total_pb210_activity,91.47666684962,5.60833334455
Okeefe-Suttles_et_al_2021_Wellfleet,Herring River,MA_HROCB,18,19,total_pb210_activity,63.07500012615,4.70500000941
Okeefe-Suttles_et_al_2021_Wellfleet,Herring River,MA_HROCB,19,20,total_pb210_activity,57.866666782399996,7.34333334802
Okeefe-Suttles_et_al_2021_Wellfleet,Herring River,MA_HROCB,20,21,total_pb210_activity,57.84333344902,6.466666679599999
Okeefe-Suttles_et_al_2021_Wellfleet,Herring River,MA_HROCB,21,22,total_pb210_activity,50.11000010022,3.3716666734099996
Okeefe-Suttles_et_al_2021_Wellfleet,Herring River,MA_HROCB,22,23,total_pb210_activity,41.31000008262,3.31333333996
Okeefe-Suttles_et_al_2021_Wellfleet,Herring River,MA_HROCB,23,24,total_pb210_activity,63.51000012702,5.78000001156
Okeefe-Suttles_et_al_2021_Wellfleet,Herring River,MA_HROCB,24,25,total_pb210_activity,36.830000073659996,5.8483333450299995
Okeefe-Suttles_et_al_2021_Wellfleet,Herring River,MA_HROCB,25,26,total_pb210_activity,56.97166678061,4.92166667651
Okeefe-Suttles_et_al_2021_Wellfleet,Herring River,MA_HROCB,26,27,total_pb210_activity,40.928333415190004,5.3000000106
Okeefe-Suttles_et_al_2021_Wellfleet,Herring River,MA_HROCB,27,28,total_pb210_activity,42.43833341820999,4.89333334312
Okeefe-Suttles_et_al_2021_Wellfleet,Herring River,MA_HROCB,28,29,total_pb210_activity,27.05333338744,3.33333334
Okeefe-Suttles_et_al_2021_Wellfleet,Herring River,MA_HROCB,29,30,total_pb210_activity,25.546666717759997,3.07500000615
Okeefe-Suttles_et_al_2021_Wellfleet,Herring River,MA_HROCB,30,32,total_pb210_activity,16.92500003385,1.4416666695499998
Okeefe-Suttles_et_al_2021_Wellfleet,Herring River,MA_HROCB,32,34,total_pb210_activity,24.41000004882,1.73000000346
Okeefe-Suttles_et_al_2021_Wellfleet,Herring River,MA_HROCB,34,36,total_pb210_activity,18.431666703530002,1.76833333687
Okeefe-Suttles_et_al_2021_Wellfleet,Herring River,MA_HRPA,0,1,total_pb210_activity,383.91333410116,16.661666699989997
Okeefe-Suttles_et_al_2021_Wellfleet,Herring River,MA_HRPA,1,2,total_pb210_activity,439.61166754589,17.14500003429
Okeefe-Suttles_et_al_2021_Wellfleet,Herring River,MA_HRPA,2,3,total_pb210_activity,394.17500078835,11.62833335659
Okeefe-Suttles_et_al_2021_Wellfleet,Herring River,MA_HRPA,3,4,total_pb210_activity,346.74000069348,14.528333362389999
Okeefe-Suttles_et_al_2021_Wellfleet,Herring River,MA_HRPA,4,5,total_pb210_activity,296.98000059395997,10.988333355309999
Okeefe-Suttles_et_al_2021_Wellfleet,Herring River,MA_HRPA,5,6,total_pb210_activity,304.08500060817,10.58166668783
Okeefe-Suttles_et_al_2021_Wellfleet,Herring River,MA_HRPA,6,7,total_pb210_activity,239.50000047899997,7.880000015759999
Okeefe-Suttles_et_al_2021_Wellfleet,Herring River,MA_HRPA,7,8,total_pb210_activity,283.47500056695003,11.90666669048
Okeefe-Suttles_et_al_2021_Wellfleet,Herring River,MA_HRPA,8,9,total_pb210_activity,310.2250006204499,13.83666669434
Okeefe-Suttles_et_al_2021_Wellfleet,Herring River,MA_HRPA,9,10,total_pb210_activity,250.03666716674,11.751666690169998
Okeefe-Suttles_et_al_2021_Wellfleet,Herring River,MA_HRPA,10,11,total_pb210_activity,215.83500043167,9.56166668579
Okeefe-Suttles_et_al_2021_Wellfleet,Herring River,MA_HRPA,11,12,total_pb210_activity,197.43000039486,7.146666680959999
Okeefe-Suttles_et_al_2021_Wellfleet,Herring River,MA_HRPA,12,13,total_pb210_activity,215.01000043002,9.7833333529
Okeefe-Suttles_et_al_2021_Wellfleet,Herring River,MA_HRPA,13,14,total_pb210_activity,226.93666712053997,10.84833335503
Okeefe-Suttles_et_al_2021_Wellfleet,Herring River,MA_HRPA,14,15,total_pb210_activity,218.33000043666,9.846666686359999
Okeefe-Suttles_et_al_2021_Wellfleet,Herring River,MA_HRPA,15,16,total_pb210_activity,159.14833365162997,7.83000001566
Okeefe-Suttles_et_al_2021_Wellfleet,Herring River,MA_HRPA,16,17,total_pb210_activity,180.69166702804998,9.341666685349999
Okeefe-Suttles_et_al_2021_Wellfleet,Herring River,MA_HRPA,17,18,total_pb210_activity,123.82833358099,6.6500000133
Okeefe-Suttles_et_al_2021_Wellfleet,Herring River,MA_HRPA,18,19,total_pb210_activity,157.75333364883997,10.06500002013
Okeefe-Suttles_et_al_2021_Wellfleet,Herring River,MA_HRPA,19,20,total_pb210_activity,75.86500015172999,6.10666667888
Okeefe-Suttles_et_al_2021_Wellfleet,Herring River,MA_HRPA,20,21,total_pb210_activity,231.833333797,14.32666669532
Okeefe-Suttles_et_al_2021_Wellfleet,Herring River,MA_HRPA,21,22,total_pb210_activity,149.09833363152998,7.00833334735
Okeefe-Suttles_et_al_2021_Wellfleet,Herring River,MA_HRPA,22,23,total_pb210_activity,202.16833373767,8.875000017749999
Okeefe-Suttles_et_al_2021_Wellfleet,Herring River,MA_HRPA,23,24,total_pb210_activity,193.46000038692,9.71166668609
Okeefe-Suttles_et_al_2021_Wellfleet,Herring River,MA_HRPA,24,25,total_pb210_activity,128.32333358998,6.556666679779999
Okeefe-Suttles_et_al_2021_Wellfleet,Herring River,MA_HRPA,25,26,total_pb210_activity,67.40833346815,3.78833334091
Okeefe-Suttles_et_al_2021_Wellfleet,Herring River,MA_HRPA,26,27,total_pb210_activity,62.81166679229,4.63500000927
Okeefe-Suttles_et_al_2021_Wellfleet,Herring River,MA_HRPA,27,28,total_pb210_activity,63.778333460889996,3.28500000657
Okeefe-Suttles_et_al_2021_Wellfleet,Herring River,MA_HRPA,28,29,total_pb210_activity,62.636666791939994,4.62333334258
Okeefe-Suttles_et_al_2021_Wellfleet,Herring River,MA_HRPA,29,30,total_pb210_activity,48.240000096479996,3.1066666728800003
Okeefe-Suttles_et_al_2021_Wellfleet,Herring River,MA_HRPA,30,31,total_pb210_activity,37.25166674117,1.8766666704200001
Okeefe-Suttles_et_al_2021_Wellfleet,Herring River,MA_HRPA,31,32,total_pb210_activity,35.2000000704,1.90833333715
Okeefe-Suttles_et_al_2021_Wellfleet,Herring River,MA_HRPA,32,33,total_pb210_activity,34.72333340278,1.9650000039300002
Okeefe-Suttles_et_al_2021_Wellfleet,Herring River,MA_HRPA,33,34,total_pb210_activity,35.05500007011,2.4966666716599994
Okeefe-Suttles_et_al_2021_Wellfleet,Herring River,MA_HRPA,34,35,total_pb210_activity,33.5166667337,2.3500000046999996
Okeefe-Suttles_et_al_2021_Wellfleet,Herring River,MA_HRPA,35,36,total_pb210_activity,39.26000007852,2.75166667217
Okeefe-Suttles_et_al_2021_Wellfleet,Herring River,MA_HRPA,36,37,total_pb210_activity,31.263333395859995,2.03166667073
Okeefe-Suttles_et_al_2021_Wellfleet,Herring River,MA_HRPA,37,38,total_pb210_activity,27.420000054839996,2.02000000404
Okeefe-Suttles_et_al_2021_Wellfleet,Herring River,MA_HRPA,38,39,total_pb210_activity,30.075000060149996,2.15333333764
Okeefe-Suttles_et_al_2021_Wellfleet,Herring River,MA_HRPA,39,40,total_pb210_activity,32.45333339824,2.40166667147
Okeefe-Suttles_et_al_2021_Wellfleet,Herring River,MA_HRPA,40,41,total_pb210_activity,27.895000055789996,1.67166667001
Okeefe-Suttles_et_al_2021_Wellfleet,Herring River,MA_HRPA,41,42,total_pb210_activity,30.051666726769994,1.90833333715
Okeefe-Suttles_et_al_2021_Wellfleet,Herring River,MA_HRPA,42,43,total_pb210_activity,22.74500004549,1.54500000309
Okeefe-Suttles_et_al_2021_Wellfleet,Herring River,MA_HRPA,43,44,total_pb210_activity,27.385000054769996,1.8183333369699999
Okeefe-Suttles_et_al_2021_Wellfleet,Herring River,MA_HRPA,44,45,total_pb210_activity,25.37500005075,1.4050000028099998
Okeefe-Suttles_et_al_2021_Wellfleet,Herring River,MA_HRPA,45,46,total_pb210_activity,27.21333338776,1.37500000275
Okeefe-Suttles_et_al_2021_Wellfleet,Herring River,MA_HRPA,46,47,total_pb210_activity,26.818333386969996,1.61166666989
Okeefe-Suttles_et_al_2021_Wellfleet,Herring River,MA_HRPA,47,48,total_pb210_activity,25.1000000502,1.65666666998
Okeefe-Suttles_et_al_2021_Wellfleet,Herring River,MA_HRPA,48,49,total_pb210_activity,25.095000050190002,1.44500000289
Okeefe-Suttles_et_al_2021_Wellfleet,Herring River,MA_HRPA,49,50,total_pb210_activity,20.57833337449,1.19833333573
Okeefe-Suttles_et_al_2021_Wellfleet,Herring River,MA_HRPA,50,51,total_pb210_activity,30.253333393839995,1.44833333623
Okeefe-Suttles_et_al_2021_Wellfleet,Herring River,MA_HRPA,51,52,total_pb210_activity,21.51000004302,1.24333333582
Okeefe-Suttles_et_al_2021_Wellfleet,Herring River,MA_HRPA,52,53,total_pb210_activity,18.20333336974,1.37500000275
Okeefe-Suttles_et_al_2021_Wellfleet,Herring River,MA_HRPA,53,54,total_pb210_activity,21.57000004314,1.58166666983
Okeefe-Suttles_et_al_2021_Wellfleet,Herring River,MA_HRPB,0,2,total_pb210_activity,315.06000063012004,10.743333354819999
Okeefe-Suttles_et_al_2021_Wellfleet,Herring River,MA_HRPB,2,4,total_pb210_activity,437.29166754125,8.615000017229999
Okeefe-Suttles_et_al_2021_Wellfleet,Herring River,MA_HRPB,4,6,total_pb210_activity,417.68166750202994,16.12333336558
Okeefe-Suttles_et_al_2021_Wellfleet,Herring River,MA_HRPB,6,8,total_pb210_activity,332.40666733148,10.338333354009999
Okeefe-Suttles_et_al_2021_Wellfleet,Herring River,MA_HRPB,8,10,total_pb210_activity,362.05000072409996,12.78000002556
Okeefe-Suttles_et_al_2021_Wellfleet,Herring River,MA_HRPB,10,12,total_pb210_activity,311.32333395598,7.378333348089999
Okeefe-Suttles_et_al_2021_Wellfleet,Herring River,MA_HRPB,12,14,total_pb210_activity,347.80666736228,9.53000001906
Okeefe-Suttles_et_al_2021_Wellfleet,Herring River,MA_HRPB,14,16,total_pb210_activity,283.80833390095,8.8833333511
Okeefe-Suttles_et_al_2021_Wellfleet,Herring River,MA_HRPB,16,18,total_pb210_activity,214.12166709490998,9.613333352559998
Okeefe-Suttles_et_al_2021_Wellfleet,Herring River,MA_HRPB,18,20,total_pb210_activity,161.04666698876,6.61833334657
Okeefe-Suttles_et_al_2021_Wellfleet,Herring River,MA_HRPB,20,22,total_pb210_activity,116.87666690041999,5.76166667819
Okeefe-Suttles_et_al_2021_Wellfleet,Herring River,MA_HRPB,22,24,total_pb210_activity,131.64166692995,6.12166667891
Okeefe-Suttles_et_al_2021_Wellfleet,Herring River,MA_HRPB,24,26,total_pb210_activity,152.86333363906,6.55833334645
Okeefe-Suttles_et_al_2021_Wellfleet,Herring River,MA_HRPB,26,28,total_pb210_activity,101.07666686882,4.9633333432599995
Okeefe-Suttles_et_al_2021_Wellfleet,Herring River,MA_HRPB,28,30,total_pb210_activity,188.46000037692002,6.93500001387
Okeefe-Suttles_et_al_2021_Wellfleet,Mayo Creek,MA_MYNA,0,1,total_pb210_activity,49.22000009843999,2.1516666709699996
Okeefe-Suttles_et_al_2021_Wellfleet,Mayo Creek,MA_MYNA,1,2,total_pb210_activity,47.441666761549996,1.7500000034999998
Okeefe-Suttles_et_al_2021_Wellfleet,Mayo Creek,MA_MYNA,2,3,total_pb210_activity,46.230000092459996,1.33666666934
Okeefe-Suttles_et_al_2021_Wellfleet,Mayo Creek,MA_MYNA,3,4,total_pb210_activity,45.346666757360005,1.22000000244
Okeefe-Suttles_et_al_2021_Wellfleet,Mayo Creek,MA_MYNA,4,5,total_pb210_activity,43.2000000864,1.1750000023499998
Okeefe-Suttles_et_al_2021_Wellfleet,Mayo Creek,MA_MYNA,5,6,total_pb210_activity,55.10666677688,1.6033333365399998
Okeefe-Suttles_et_al_2021_Wellfleet,Mayo Creek,MA_MYNA,6,7,total_pb210_activity,53.793333440919994,1.37166666941
Okeefe-Suttles_et_al_2021_Wellfleet,Mayo Creek,MA_MYNA,7,8,total_pb210_activity,57.73666678214,2.0100000040199997
Okeefe-Suttles_et_al_2021_Wellfleet,Mayo Creek,MA_MYNA,8,9,total_pb210_activity,58.62000011724,1.94666667056
Okeefe-Suttles_et_al_2021_Wellfleet,Mayo Creek,MA_MYNA,9,10,total_pb210_activity,62.84000012568,1.9550000039100002
Okeefe-Suttles_et_al_2021_Wellfleet,Mayo Creek,MA_MYNA,10,11,total_pb210_activity,61.14500012228999,2.45166667157
Okeefe-Suttles_et_al_2021_Wellfleet,Mayo Creek,MA_MYNA,11,12,total_pb210_activity,59.421666785510006,2.00333333734
Okeefe-Suttles_et_al_2021_Wellfleet,Mayo Creek,MA_MYNA,12,13,total_pb210_activity,56.71833344676999,2.07666667082
Okeefe-Suttles_et_al_2021_Wellfleet,Mayo Creek,MA_MYNA,13,14,total_pb210_activity,57.005000114009995,1.9316666705299999
Okeefe-Suttles_et_al_2021_Wellfleet,Mayo Creek,MA_MYNA,14,15,total_pb210_activity,41.06333341546,1.73666667014
Okeefe-Suttles_et_al_2021_Wellfleet,Mayo Creek,MA_MYNA,15,16,total_pb210_activity,31.71833339677,1.66166666999
Okeefe-Suttles_et_al_2021_Wellfleet,Mayo Creek,MA_MYNA,16,17,total_pb210_activity,28.495000056989998,1.37666666942
Okeefe-Suttles_et_al_2021_Wellfleet,Mayo Creek,MA_MYNA,17,18,total_pb210_activity,20.85833337505,1.1300000022599999
Okeefe-Suttles_et_al_2021_Wellfleet,Mayo Creek,MA_MYNA,18,19,total_pb210_activity,19.033333371399998,0.9383333352100001
Okeefe-Suttles_et_al_2021_Wellfleet,Mayo Creek,MA_MYNA,19,20,total_pb210_activity,18.690000037379995,1.1333333356000002
Okeefe-Suttles_et_al_2021_Wellfleet,Mayo Creek,MA_MYNA,20,21,total_pb210_activity,16.910000033819998,1.05333333544
Okeefe-Suttles_et_al_2021_Wellfleet,Mayo Creek,MA_MYNA,21,22,total_pb210_activity,17.111666700889998,1.07500000215
Okeefe-Suttles_et_al_2021_Wellfleet,Mayo Creek,MA_MYNA,22,23,total_pb210_activity,15.840000031679999,1.08666666884
Okeefe-Suttles_et_al_2021_Wellfleet,Mayo Creek,MA_MYNA,23,24,total_pb210_activity,10.86000002172,0.97500000195
Okeefe-Suttles_et_al_2021_Wellfleet,Mayo Creek,MA_MYNA,24,25,total_pb210_activity,10.34500002069,1.20833333575
Okeefe-Suttles_et_al_2021_Wellfleet,Mayo Creek,MA_MYNB,0,1,total_pb210_activity,266.54166719974995,4.665000009329999
Okeefe-Suttles_et_al_2021_Wellfleet,Mayo Creek,MA_MYNB,1,2,total_pb210_activity,255.40666717748002,10.98166668863
Okeefe-Suttles_et_al_2021_Wellfleet,Mayo Creek,MA_MYNB,2,3,total_pb210_activity,208.13500041626997,4.66166667599
Okeefe-Suttles_et_al_2021_Wellfleet,Mayo Creek,MA_MYNB,3,4,total_pb210_activity,204.36166707538996,4.47500000895
Okeefe-Suttles_et_al_2021_Wellfleet,Mayo Creek,MA_MYNB,4,5,total_pb210_activity,207.53833374840997,4.67000000934
Okeefe-Suttles_et_al_2021_Wellfleet,Mayo Creek,MA_MYNB,5,6,total_pb210_activity,196.91333372716,5.2183333437699995
Okeefe-Suttles_et_al_2021_Wellfleet,Mayo Creek,MA_MYNB,6,7,total_pb210_activity,195.25833372384997,5.17500001035
Okeefe-Suttles_et_al_2021_Wellfleet,Mayo Creek,MA_MYNB,7,8,total_pb210_activity,133.50833360035,3.5383333404099995
Okeefe-Suttles_et_al_2021_Wellfleet,Mayo Creek,MA_MYNB,8,9,total_pb210_activity,156.61833364657,4.5266666757200005
Okeefe-Suttles_et_al_2021_Wellfleet,Mayo Creek,MA_MYNB,9,10,total_pb210_activity,123.70833358075,4.39166667545
Okeefe-Suttles_et_al_2021_Wellfleet,Mayo Creek,MA_MYNB,10,11,total_pb210_activity,107.67500021535,4.403333342139999
Okeefe-Suttles_et_al_2021_Wellfleet,Mayo Creek,MA_MYNB,11,12,total_pb210_activity,88.31500017663,3.8866666744399994
Okeefe-Suttles_et_al_2021_Wellfleet,Mayo Creek,MA_MYNB,12,13,total_pb210_activity,69.34833347202999,3.0716666728099997
Okeefe-Suttles_et_al_2021_Wellfleet,Mayo Creek,MA_MYNB,13,14,total_pb210_activity,64.05833346145,2.19666667106
Okeefe-Suttles_et_al_2021_Wellfleet,Mayo Creek,MA_MYNB,14,15,total_pb210_activity,49.61666676589999,2.45166667157
Okeefe-Suttles_et_al_2021_Wellfleet,Mayo Creek,MA_MYNB,15,16,total_pb210_activity,22.66500004533,1.46000000292
Okeefe-Suttles_et_al_2021_Wellfleet,Mayo Creek,MA_MYNB,16,17,total_pb210_activity,23.95666671458,1.9716666706099997
Okeefe-Suttles_et_al_2021_Wellfleet,Mayo Creek,MA_MYNB,17,18,total_pb210_activity,17.16000003432,1.37500000275
Okeefe-Suttles_et_al_2021_Wellfleet,Mayo Creek,MA_MYNB,18,19,total_pb210_activity,13.481666693629998,1.1316666689300001
Okeefe-Suttles_et_al_2021_Wellfleet,Mayo Creek,MA_MYNB,19,20,total_pb210_activity,13.1166666929,1.12500000225
